date,calories,gsr,heart-rate,skin-temp,steps
2014-11-25 13:25Z,1.1,5.69762e-05,49,91.4,0
2014-11-25 13:26Z,1.2,5.85751e-05,49,91.4,0
2014-11-25 13:27Z,1.2,5.66617e-05,51,91.4,0
2014-11-25 13:28Z,1.1,5.76104e-05,48,91.4,0
2014-11-25 13:29Z,1.1,5.79302e-05,50,91.4,0
2014-11-25 13:30Z,1.1,5.69762e-05,51,91.4,0
2014-11-25 13:31Z,1.1,5.79302e-05,51,91.4,0
2014-11-25 13:32Z,1.4,5.69762e-05,53,91.4,0
2014-11-25 13:33Z,1.1,5.79302e-05,61,91.4,0
2014-11-25 13:34Z,1.2,5.48109e-05,52,91.4,0
2014-11-25 13:35Z,1.1,5.57286e-05,52,91.4,0
2014-11-25 13:36Z,1.1,5.51151e-05,52,91.4,0
2014-11-25 13:37Z,1.1,5.45083e-05,54,91.4,0
2014-11-25 13:38Z,1.1,5.45083e-05,54,91.4,0
2014-11-25 13:39Z,1.2,5.27279e-05,52,90.5,0
2014-11-25 13:40Z,1.1,5.10055e-05,53,90.5,0
2014-11-25 13:41Z,1.2,5.15733e-05,51,91.4,0
2014-11-25 13:42Z,1.3,5.10055e-05,49,90.5,0
2014-11-25 13:43Z,1.1,5.0444e-05,49,90.5,0
2014-11-25 13:44Z,1.1,5.0444e-05,49,90.5,0
2014-11-25 13:45Z,1.1,5.01656e-05,49,90.5,0
2014-11-25 13:46Z,1.1,5.0444e-05,48,89.6,0
2014-11-25 13:47Z,1.1,5.0444e-05,50,89.6,0
2014-11-25 13:48Z,1.1,4.85269e-05,50,89.6,0
2014-11-25 13:49Z,1.2,4.87963e-05,50,88.7,0
2014-11-25 13:50Z,1.1,4.82591e-05,49,88.7,0
2014-11-25 13:51Z,1.1,4.85269e-05,49,88.7,0
2014-11-25 13:52Z,1.1,4.79927e-05,49,87.8,0
2014-11-25 13:53Z,1.1,4.85269e-05,50,87.8,0
2014-11-25 13:54Z,1.1,4.79927e-05,49,87.8,0
2014-11-25 13:55Z,1.1,4.79927e-05,50,87.8,0
2014-11-25 13:56Z,1.2,4.72024e-05,49,87.8,0
2014-11-25 13:57Z,1.1,4.77278e-05,48,87.8,0
2014-11-25 13:58Z,1.1,4.74643e-05,49,87.8,0
2014-11-25 13:59Z,1.1,4.72024e-05,49,86.9,0
2014-11-25 14:00Z,1.1,4.66827e-05,50,86.9,0
2014-11-25 14:01Z,1.1,4.72024e-05,50,86.9,0
2014-11-25 14:02Z,1.1,4.74643e-05,49,86.9,0
2014-11-25 14:03Z,1.1,4.74643e-05,49,86.9,0
2014-11-25 14:04Z,1.5,4.74643e-05,50,86.9,0
2014-11-25 14:05Z,1.1,4.74643e-05,49,86.9,0
2014-11-25 14:06Z,1.1,4.77278e-05,49,86.9,0
2014-11-25 14:07Z,1.1,4.79927e-05,48,87.8,0
2014-11-25 14:08Z,1.1,4.82591e-05,47,87.8,0
2014-11-25 14:09Z,1.2,4.87963e-05,48,87.8,0
2014-11-25 14:10Z,1.1,4.85269e-05,48,87.8,0
2014-11-25 14:11Z,1.1,4.82591e-05,48,87.8,0
2014-11-25 14:12Z,1.1,4.82591e-05,48,87.8,0
2014-11-25 14:13Z,1.6,4.85269e-05,49,87.8,0
2014-11-25 14:14Z,1.2,4.85269e-05,52,88.7,0
2014-11-25 14:15Z,1.1,4.93394e-05,49,87.8,0
2014-11-25 14:16Z,1.2,4.85269e-05,51,87.8,0
2014-11-25 14:17Z,1.2,4.87963e-05,50,87.8,0
2014-11-25 14:18Z,1.1,4.90671e-05,49,87.8,0
2014-11-25 14:19Z,1.1,4.87963e-05,49,87.8,0
2014-11-25 14:20Z,1.1,4.85269e-05,48,87.8,0
2014-11-25 14:21Z,1.1,4.82591e-05,49,87.8,0
2014-11-25 14:22Z,1.1,4.87963e-05,48,86.9,0
2014-11-25 14:23Z,1.1,4.85269e-05,48,86.9,0
2014-11-25 14:24Z,1.6,4.85269e-05,50,86.9,0
2014-11-25 14:25Z,1.1,4.77278e-05,53,86.9,0
2014-11-25 14:26Z,1.2,4.72024e-05,49,86.9,0
2014-11-25 14:27Z,1.1,4.74643e-05,49,86.9,0
2014-11-25 14:28Z,1.2,4.77278e-05,47,86.9,0
2014-11-25 14:29Z,1.1,4.77278e-05,47,86.9,0
2014-11-25 14:30Z,1.1,4.77278e-05,48,86.9,0
2014-11-25 14:31Z,1.1,4.77278e-05,47,86,0
2014-11-25 14:32Z,1.1,4.77278e-05,47,86,0
2014-11-25 14:33Z,1.2,4.74643e-05,48,86,0
2014-11-25 14:34Z,1.1,4.74643e-05,48,86,0
2014-11-25 14:35Z,1.7,4.6425e-05,47,86,0
2014-11-25 14:36Z,1.4,4.69418e-05,56,86,0
2014-11-25 14:37Z,1.3,4.69418e-05,56,86,0
2014-11-25 14:38Z,1.4,4.66827e-05,55,86,0
2014-11-25 14:39Z,1.4,4.66827e-05,58,86,0
2014-11-25 14:40Z,1.2,4.74643e-05,51,86,0
2014-11-25 14:41Z,1.1,4.77278e-05,52,86,0
2014-11-25 14:42Z,1.2,4.77278e-05,53,86,0
2014-11-25 14:43Z,1.2,4.77278e-05,54,86,0
2014-11-25 14:44Z,1.2,4.77278e-05,54,86,0
2014-11-25 14:45Z,1.1,4.6425e-05,53,86,0
2014-11-25 14:46Z,1.3,4.79927e-05,53,86,0
2014-11-25 14:47Z,1.6,4.66827e-05,55,86,0
2014-11-25 14:48Z,1.2,4.61688e-05,54,86,0
2014-11-25 14:49Z,1.3,4.82591e-05,54,86,0
2014-11-25 14:50Z,1.1,4.85269e-05,50,86,0
2014-11-25 14:51Z,1.1,4.82591e-05,52,86,0
2014-11-25 14:52Z,1.3,4.85269e-05,51,86,0
2014-11-25 14:53Z,1.2,4.82591e-05,50,86,0
2014-11-25 14:54Z,1.2,4.79927e-05,52,86,0
2014-11-25 14:55Z,1.2,4.74643e-05,50,86,0
2014-11-25 14:56Z,1.2,4.79927e-05,52,86,0
2014-11-25 14:57Z,1.3,4.74643e-05,50,86,0
2014-11-25 14:58Z,1.6,4.72024e-05,50,86,0
2014-11-25 14:59Z,1.8,4.69418e-05,65,86,0
2014-11-25 15:00Z,1.7,4.72024e-05,104,86,0
2014-11-25 15:01Z,1.7,4.6425e-05,64,86.9,0
2014-11-25 15:02Z,1.8,4.72024e-05,77,86.9,0
2014-11-25 15:03Z,1.9,4.6425e-05,86,87.8,0
2014-11-25 15:04Z,1.4,4.66827e-05,66,86.9,0
2014-11-25 15:05Z,1.1,4.77278e-05,52,86.9,0
2014-11-25 15:06Z,1.1,4.90671e-05,52,87.8,0
2014-11-25 15:07Z,1.4,4.82591e-05,52,87.8,0
2014-11-25 15:08Z,1.1,4.90671e-05,52,86.9,0
2014-11-25 15:09Z,1.1,4.85269e-05,50,87.8,0
2014-11-25 15:10Z,1.1,4.90671e-05,49,87.8,0
2014-11-25 15:11Z,1.4,4.96133e-05,51,87.8,0
2014-11-25 15:12Z,1.2,4.96133e-05,48,87.8,0
2014-11-25 15:13Z,1.1,4.85269e-05,49,87.8,0
2014-11-25 15:14Z,1.1,4.98887e-05,48,88.7,0
2014-11-25 15:15Z,1.1,5.01656e-05,48,88.7,0
2014-11-25 15:16Z,1.1,5.0444e-05,50,89.6,0
2014-11-25 15:17Z,1.3,5.10055e-05,49,89.6,0
2014-11-25 15:18Z,1.1,5.0444e-05,49,89.6,0
2014-11-25 15:19Z,1.3,5.10055e-05,50,90.5,0
2014-11-25 15:20Z,1.1,5.21474e-05,49,90.5,0
2014-11-25 15:21Z,1.2,5.18595e-05,52,90.5,0
2014-11-25 15:22Z,1.1,5.24368e-05,52,90.5,0
2014-11-25 15:23Z,1.1,5.33148e-05,51,90.5,0
2014-11-25 15:24Z,1.3,5.39083e-05,50,90.5,0
2014-11-25 15:25Z,1.2,5.0444e-05,51,90.5,0
2014-11-25 15:26Z,1.1,4.79927e-05,50,89.6,0
2014-11-25 15:27Z,1.1,4.79927e-05,49,89.6,0
2014-11-25 15:28Z,1.1,4.79927e-05,50,89.6,0
2014-11-25 15:29Z,1.1,4.82591e-05,50,89.6,0
2014-11-25 15:30Z,1.2,4.79927e-05,49,89.6,0
2014-11-25 15:31Z,1.1,4.87963e-05,50,89.6,0
2014-11-25 15:32Z,1.4,4.82591e-05,55,89.6,0
2014-11-25 15:33Z,1.1,4.82591e-05,47,90.5,0
2014-11-25 15:34Z,1.1,4.82591e-05,48,90.5,0
2014-11-25 15:35Z,1,4.82591e-05,48,90.5,0
2014-11-25 15:36Z,1.1,,48,90.5,0
2014-11-25 15:37Z,1.2,4.77278e-05,48,90.5,0
2014-11-25 15:38Z,1.1,,,,0
2014-11-25 15:39Z,1.1,,,,0
2014-11-25 15:40Z,1.2,,,,0
2014-11-25 15:41Z,1.1,,,,0
2014-11-25 15:42Z,1.1,,,,0
2014-11-25 15:43Z,1.1,,,,0
2014-11-25 15:44Z,1.1,,,,0
2014-11-25 15:45Z,1.1,,,,0
2014-11-25 15:46Z,1.1,,,,0
2014-11-25 15:47Z,0.8,,49,,0
2014-11-25 15:48Z,1.1,4.93394e-05,51,90.5,0
2014-11-25 15:49Z,1.2,4.77278e-05,53,91.4,0
2014-11-25 15:50Z,1.1,4.87963e-05,55,91.4,0
2014-11-25 15:51Z,1.1,4.90671e-05,54,91.4,0
2014-11-25 15:52Z,1.2,4.96133e-05,54,91.4,0
2014-11-25 15:53Z,1.1,4.98887e-05,53,91.4,0
2014-11-25 15:54Z,1.1,4.90671e-05,53,91.4,0
2014-11-25 15:55Z,1.3,4.96133e-05,58,91.4,0
2014-11-25 15:56Z,1.1,4.87963e-05,53,91.4,0
2014-11-25 15:57Z,1.2,4.85269e-05,56,91.4,0
2014-11-25 15:58Z,1.1,4.87963e-05,53,91.4,0
2014-11-25 15:59Z,1.2,4.96133e-05,54,91.4,0
2014-11-25 16:00Z,1.1,4.98887e-05,57,91.4,0
2014-11-25 16:01Z,1.1,4.93394e-05,55,91.4,0
2014-11-25 16:02Z,1.1,4.90671e-05,55,91.4,0
2014-11-25 16:03Z,1.3,4.93394e-05,52,91.4,0
2014-11-25 16:04Z,1.1,4.93394e-05,54,91.4,0
2014-11-25 16:05Z,1.1,4.96133e-05,50,91.4,0
2014-11-25 16:06Z,1.1,4.98887e-05,52,92.3,0
2014-11-25 16:07Z,1.1,4.98887e-05,52,92.3,0
2014-11-25 16:08Z,1.1,4.96133e-05,53,92.3,0
2014-11-25 16:09Z,1.2,4.93394e-05,54,92.3,0
2014-11-25 16:10Z,1.1,4.93394e-05,51,92.3,0
2014-11-25 16:11Z,1.2,4.96133e-05,53,92.3,0
2014-11-25 16:12Z,1.1,4.96133e-05,52,92.3,0
2014-11-25 16:13Z,1.1,4.98887e-05,50,92.3,0
2014-11-25 16:14Z,1.1,4.96133e-05,56,93.2,0
2014-11-25 16:15Z,1.2,5.01656e-05,56,93.2,0
2014-11-25 16:16Z,1.1,4.98887e-05,53,93.2,0
2014-11-25 16:17Z,1.1,4.98887e-05,61,92.3,0
2014-11-25 16:18Z,1.3,4.96133e-05,58,93.2,0
2014-11-25 16:19Z,1.1,4.98887e-05,55,93.2,0
2014-11-25 16:20Z,1.3,4.96133e-05,57,93.2,0
2014-11-25 16:21Z,1.1,4.96133e-05,53,93.2,0
2014-11-25 16:22Z,1.1,5.0724e-05,53,93.2,0
2014-11-25 16:23Z,1.1,5.12886e-05,52,93.2,0
2014-11-25 16:24Z,1.2,5.18595e-05,52,93.2,0
2014-11-25 16:25Z,1.1,5.21474e-05,53,93.2,0
2014-11-25 16:26Z,1.1,5.15733e-05,52,93.2,0
2014-11-25 16:27Z,1.1,5.21474e-05,53,93.2,0
2014-11-25 16:28Z,1.1,5.24368e-05,57,93.2,0
2014-11-25 16:29Z,1.2,5.30205e-05,58,94.1,0
2014-11-25 16:30Z,1.1,5.24368e-05,55,94.1,0
2014-11-25 16:31Z,1.1,5.36107e-05,57,94.1,0
2014-11-25 16:32Z,1.2,5.39083e-05,57,94.1,0
2014-11-25 16:33Z,1.1,5.36107e-05,57,94.1,0
2014-11-25 16:34Z,1.1,5.39083e-05,55,94.1,0
2014-11-25 16:35Z,1.1,5.48109e-05,56,95,0
2014-11-25 16:36Z,1.4,5.51151e-05,61,95,0
2014-11-25 16:37Z,1.2,5.30205e-05,51,95,0
2014-11-25 16:38Z,1.1,5.18595e-05,52,95,0
2014-11-25 16:39Z,1.1,5.15733e-05,51,95,0
2014-11-25 16:40Z,1.2,5.12886e-05,52,94.1,0
2014-11-25 16:41Z,1.1,5.0724e-05,55,94.1,0
2014-11-25 16:42Z,1.1,5.0724e-05,54,94.1,0
2014-11-25 16:43Z,1.1,5.01656e-05,53,94.1,0
2014-11-25 16:44Z,1.2,5.01656e-05,54,94.1,0
2014-11-25 16:45Z,1.1,5.0444e-05,55,94.1,0
2014-11-25 16:46Z,1.3,5.01656e-05,55,94.1,0
2014-11-25 16:47Z,1.1,5.01656e-05,50,94.1,0
2014-11-25 16:48Z,1.1,5.10055e-05,52,94.1,0
2014-11-25 16:49Z,1.1,5.01656e-05,52,94.1,0
2014-11-25 16:50Z,1.1,5.01656e-05,53,93.2,0
2014-11-25 16:51Z,1.1,4.98887e-05,53,93.2,0
2014-11-25 16:52Z,1.1,4.96133e-05,54,93.2,0
2014-11-25 16:53Z,1.2,4.96133e-05,59,93.2,0
2014-11-25 16:54Z,1.1,4.96133e-05,53,93.2,0
2014-11-25 16:55Z,1.2,5.10055e-05,53,93.2,0
2014-11-25 16:56Z,1.2,5.12886e-05,54,93.2,0
2014-11-25 16:57Z,1.1,5.15733e-05,52,93.2,0
2014-11-25 16:58Z,1.1,5.15733e-05,54,93.2,0
2014-11-25 16:59Z,1.2,5.27279e-05,51,94.1,0
2014-11-25 17:00Z,1.1,5.18595e-05,50,94.1,0
2014-11-25 17:01Z,1.1,5.18595e-05,50,94.1,0
2014-11-25 17:02Z,1.1,5.27279e-05,51,94.1,0
2014-11-25 17:03Z,1.1,5.33148e-05,52,94.1,0
2014-11-25 17:04Z,1.1,5.33148e-05,53,94.1,0
2014-11-25 17:05Z,1.2,5.27279e-05,52,94.1,0
2014-11-25 17:06Z,1.1,5.39083e-05,51,95,0
2014-11-25 17:07Z,1.1,5.36107e-05,51,95,0
2014-11-25 17:08Z,1.1,5.36107e-05,52,95,0
2014-11-25 17:09Z,1.1,5.39083e-05,54,95,0
2014-11-25 17:10Z,1.1,5.33148e-05,52,95,0
2014-11-25 17:11Z,1.1,5.36107e-05,52,95,0
2014-11-25 17:12Z,1.2,5.39083e-05,52,95,0
2014-11-25 17:13Z,1.1,5.45083e-05,52,95,0
2014-11-25 17:14Z,1.1,5.51151e-05,52,95,0
2014-11-25 17:15Z,1.1,5.51151e-05,52,95,0
2014-11-25 17:16Z,1.1,5.5421e-05,52,95,0
2014-11-25 17:17Z,1.1,5.60379e-05,51,95,0
2014-11-25 17:18Z,1.1,5.5421e-05,52,95,0
2014-11-25 17:19Z,1.1,5.51151e-05,52,95,0
2014-11-25 17:20Z,1.1,5.48109e-05,52,95,0
2014-11-25 17:21Z,1.2,5.57286e-05,53,95,0
2014-11-25 17:22Z,1.1,5.66617e-05,52,95,0
2014-11-25 17:23Z,1.1,5.6349e-05,54,95,0
2014-11-25 17:24Z,1.1,5.6349e-05,52,95,0
2014-11-25 17:25Z,1.1,5.66617e-05,52,95,0
2014-11-25 17:26Z,1.1,5.66617e-05,52,95,0
2014-11-25 17:27Z,1.1,5.66617e-05,52,95,0
2014-11-25 17:28Z,1.3,5.69762e-05,58,95,0
2014-11-25 17:29Z,1.2,5.79302e-05,52,95,0
2014-11-25 17:30Z,1.1,5.85751e-05,52,95,0
2014-11-25 17:31Z,1.1,5.82517e-05,51,94.1,0
2014-11-25 17:32Z,1.1,5.85751e-05,51,94.1,0
2014-11-25 17:33Z,1.1,5.89002e-05,51,94.1,0
2014-11-25 17:34Z,1.1,5.85751e-05,51,93.2,0
2014-11-25 17:35Z,1.2,5.82517e-05,51,93.2,0
2014-11-25 17:36Z,1.1,5.89002e-05,52,93.2,0
2014-11-25 17:37Z,1.4,5.92271e-05,56,93.2,0
2014-11-25 17:38Z,1.1,5.51151e-05,53,93.2,0
2014-11-25 17:39Z,1.2,5.5421e-05,52,92.3,0
2014-11-25 17:40Z,1.1,5.5421e-05,51,92.3,0
2014-11-25 17:41Z,1.2,5.45083e-05,51,91.4,0
2014-11-25 17:42Z,1.2,5.42075e-05,53,91.4,0
2014-11-25 17:43Z,1.1,5.36107e-05,51,90.5,0
2014-11-25 17:44Z,1.1,5.42075e-05,51,90.5,0
2014-11-25 17:45Z,1.2,5.33148e-05,53,89.6,0
2014-11-25 17:46Z,1.1,5.27279e-05,53,89.6,0
2014-11-25 17:47Z,1.1,5.01656e-05,51,89.6,0
2014-11-25 17:48Z,1.2,4.98887e-05,53,88.7,0
2014-11-25 17:49Z,1.1,5.0724e-05,54,88.7,0
2014-11-25 17:50Z,1.1,4.98887e-05,53,88.7,0
2014-11-25 17:51Z,1.2,4.93394e-05,56,87.8,0
2014-11-25 17:52Z,1.1,4.93394e-05,55,87.8,0
2014-11-25 17:53Z,1.1,4.96133e-05,56,87.8,0
2014-11-25 17:54Z,1.1,5.0444e-05,53,87.8,0
2014-11-25 17:55Z,1.1,5.01656e-05,54,87.8,0
2014-11-25 17:56Z,1.1,5.0724e-05,56,87.8,0
2014-11-25 17:57Z,1.2,4.98887e-05,55,87.8,0
2014-11-25 17:58Z,1.1,5.10055e-05,58,87.8,0
2014-11-25 17:59Z,1.1,5.0444e-05,59,87.8,0
2014-11-25 18:00Z,1.1,5.10055e-05,56,87.8,0
2014-11-25 18:01Z,1.2,5.0724e-05,57,87.8,0
2014-11-25 18:02Z,1.1,5.0444e-05,57,87.8,0
2014-11-25 18:03Z,1.2,5.0444e-05,62,87.8,0
2014-11-25 18:04Z,1.4,5.10055e-05,57,87.8,0
2014-11-25 18:05Z,1.5,5.0724e-05,57,87.8,0
2014-11-25 18:06Z,1.4,4.87963e-05,57,87.8,0
2014-11-25 18:07Z,1.2,4.87963e-05,54,87.8,0
2014-11-25 18:08Z,1.4,4.69418e-05,53,87.8,0
2014-11-25 18:09Z,1.1,4.72024e-05,57,87.8,0
2014-11-25 18:10Z,1.2,4.98887e-05,56,87.8,0
2014-11-25 18:11Z,1.4,4.96133e-05,54,87.8,0
2014-11-25 18:12Z,1.2,4.93394e-05,53,87.8,0
2014-11-25 18:13Z,1.1,5.10055e-05,52,88.7,0
2014-11-25 18:14Z,1.1,4.98887e-05,54,88.7,0
2014-11-25 18:15Z,1.3,4.98887e-05,54,88.7,0
2014-11-25 18:16Z,1.1,4.98887e-05,55,88.7,0
2014-11-25 18:17Z,1.2,4.93394e-05,52,88.7,0
2014-11-25 18:18Z,1.1,4.96133e-05,52,87.8,0
2014-11-25 18:19Z,1.1,4.96133e-05,54,87.8,0
2014-11-25 18:20Z,1.1,4.98887e-05,53,87.8,0
2014-11-25 18:21Z,2,4.96133e-05,52,87.8,0
2014-11-25 18:22Z,1.8,4.79927e-05,53,87.8,0
2014-11-25 18:23Z,1.3,4.69418e-05,52,87.8,0
2014-11-25 18:24Z,1.2,4.69418e-05,52,86.9,0
2014-11-25 18:25Z,1.2,4.72024e-05,53,86.9,0
2014-11-25 18:26Z,1.2,4.66827e-05,51,86.9,0
2014-11-25 18:27Z,1.2,4.69418e-05,52,86.9,0
2014-11-25 18:28Z,2.9,4.6425e-05,62,86.9,22
2014-11-25 18:29Z,2.8,4.61688e-05,69,86,24
2014-11-25 18:30Z,2.3,4.72024e-05,59,86,20
2014-11-25 18:31Z,2.5,4.61688e-05,64,85.1,0
2014-11-25 18:32Z,2.2,4.4169e-05,96,85.1,17
2014-11-25 18:33Z,3.1,4.69418e-05,104,85.1,14
2014-11-25 18:34Z,2.2,4.66827e-05,,84.2,0
2014-11-25 18:35Z,2.1,4.51578e-05,68,84.2,0
2014-11-25 18:36Z,1.9,4.39252e-05,68,84.2,0
2014-11-25 18:37Z,1.1,4.6425e-05,63,84.2,0
2014-11-25 18:38Z,1.2,4.56605e-05,63,84.2,0
2014-11-25 18:39Z,1.4,4.59139e-05,66,84.2,0
2014-11-25 18:40Z,1.2,4.51578e-05,63,84.2,0
2014-11-25 18:41Z,1.1,4.51578e-05,66,84.2,0
2014-11-25 18:42Z,1.2,4.56605e-05,62,84.2,0
2014-11-25 18:43Z,1.2,4.54085e-05,63,84.2,0
2014-11-25 18:44Z,1.1,4.54085e-05,63,85.1,0
2014-11-25 18:45Z,1.2,4.49086e-05,63,85.1,0
2014-11-25 18:46Z,1.1,,,,0
2014-11-25 18:47Z,1.2,4.4169e-05,66,85.1,0
2014-11-25 18:48Z,1.2,4.59139e-05,63,85.1,0
2014-11-25 18:49Z,1.2,4.6425e-05,64,85.1,0
2014-11-25 18:50Z,1,,63,,0
2014-11-25 18:51Z,1.2,4.61688e-05,62,84.2,0
2014-11-25 18:52Z,1.2,4.54085e-05,64,85.1,0
2014-11-25 18:53Z,1.1,4.61688e-05,67,85.1,0
2014-11-25 18:54Z,1.3,4.56605e-05,66,85.1,0
2014-11-25 18:55Z,1.1,4.56605e-05,64,85.1,0
2014-11-25 18:56Z,1.4,4.54085e-05,64,85.1,0
2014-11-25 18:57Z,1.4,4.51578e-05,65,85.1,0
2014-11-25 18:58Z,1.2,4.61688e-05,63,86,0
2014-11-25 18:59Z,1.1,4.59139e-05,64,85.1,0
2014-11-25 19:00Z,1.2,4.6425e-05,65,85.1,0
2014-11-25 19:01Z,1.1,4.61688e-05,67,85.1,0
2014-11-25 19:02Z,1.1,,66,,0
2014-11-25 19:03Z,1.3,4.61688e-05,68,84.2,0
2014-11-25 19:04Z,1.3,4.54085e-05,64,84.2,0
2014-11-25 19:05Z,1.3,4.6425e-05,67,84.2,0
2014-11-25 19:06Z,1.3,4.54085e-05,66,84.2,0
2014-11-25 19:07Z,1.3,4.61688e-05,67,84.2,0
2014-11-25 19:08Z,1.2,4.54085e-05,69,83.3,0
2014-11-25 19:09Z,1.4,4.59139e-05,68,83.3,0
2014-11-25 19:10Z,1.3,4.54085e-05,66,83.3,0
2014-11-25 19:11Z,1.5,4.51578e-05,64,83.3,0
2014-11-25 19:12Z,1.4,4.56605e-05,68,83.3,0
2014-11-25 19:13Z,1.4,4.56605e-05,65,83.3,0
2014-11-25 19:14Z,1.2,4.51578e-05,70,83.3,0
2014-11-25 19:15Z,1.7,4.51578e-05,68,83.3,0
2014-11-25 19:16Z,1.2,4.4169e-05,65,82.4,0
2014-11-25 19:17Z,1.1,4.44142e-05,65,82.4,0
2014-11-25 19:18Z,1.3,4.44142e-05,69,82.4,0
2014-11-25 19:19Z,1.3,4.4169e-05,64,82.4,0
2014-11-25 19:20Z,1.1,4.44142e-05,65,82.4,0
2014-11-25 19:21Z,1.2,4.49086e-05,62,82.4,0
2014-11-25 19:22Z,1.4,4.51578e-05,64,82.4,0
2014-11-25 19:23Z,1.4,4.51578e-05,64,82.4,0
2014-11-25 19:24Z,1.2,4.49086e-05,64,82.4,0
2014-11-25 19:25Z,1.2,4.44142e-05,64,82.4,0
2014-11-25 19:26Z,1.8,,,82.4,0
2014-11-25 19:27Z,2.2,4.49086e-05,69,82.4,0
2014-11-25 19:28Z,3,4.46607e-05,71,81.5,20
2014-11-25 19:29Z,1.9,4.61688e-05,63,81.5,0
2014-11-25 19:30Z,2.7,4.46607e-05,63,81.5,14
2014-11-25 19:31Z,2.3,4.44142e-05,,80.6,12
2014-11-25 19:32Z,2.3,4.27263e-05,,80.6,0
2014-11-25 19:33Z,2.3,4.44142e-05,98,80.6,0
2014-11-25 19:34Z,2.3,4.4169e-05,98,80.6,8
2014-11-25 19:35Z,2.2,4.44142e-05,99,80.6,0
2014-11-25 19:36Z,2.4,4.39252e-05,100,79.7,14
2014-11-25 19:37Z,2.3,4.4169e-05,,79.7,0
2014-11-25 19:38Z,2.4,4.44142e-05,,79.7,0
2014-11-25 19:39Z,2.2,4.39252e-05,,79.7,0
2014-11-25 19:40Z,2.2,4.32019e-05,127,79.7,0
2014-11-25 19:41Z,2.2,4.39252e-05,127,79.7,0
2014-11-25 19:42Z,2.3,4.39252e-05,,79.7,0
2014-11-25 19:43Z,1.7,4.27263e-05,125,79.7,7
2014-11-25 19:44Z,1.5,4.39252e-05,86,80.6,0
2014-11-25 19:45Z,1.7,4.44142e-05,63,80.6,0
2014-11-25 19:46Z,2.7,4.34417e-05,66,80.6,26
2014-11-25 19:47Z,2.2,4.39252e-05,74,80.6,0
2014-11-25 19:48Z,1.4,4.39252e-05,75,80.6,0
2014-11-25 19:49Z,1.1,,,,0
2014-11-25 19:50Z,1.1,,,,0
2014-11-25 19:51Z,1.1,,,,0
2014-11-25 19:52Z,1.2,,,,0
2014-11-25 19:53Z,1.1,,,,0
2014-11-25 19:54Z,1.1,,,,0
2014-11-25 19:55Z,1.1,,,,0
2014-11-25 19:56Z,1.1,,,,0
2014-11-25 19:57Z,1.1,,,,0
2014-11-25 19:58Z,0.9,,,,0
2014-11-25 19:59Z,1.1,,,,0
2014-11-25 20:00Z,1.2,,,,0
2014-11-25 20:01Z,1.1,,,,0
2014-11-25 20:02Z,1.1,,,,0
2014-11-25 20:03Z,1.1,,,,0
2014-11-25 20:04Z,1.1,,,,0
2014-11-25 20:05Z,1.1,,,,0
2014-11-25 20:06Z,1.1,,,,0
2014-11-25 20:07Z,1.1,,,,0
2014-11-25 20:08Z,1.2,,,,0
2014-11-25 20:09Z,1.1,,,,0
2014-11-25 20:10Z,1.1,,,,0
2014-11-25 20:11Z,1.1,,,,0
2014-11-25 20:12Z,1.1,,,,0
2014-11-25 20:13Z,1.1,,,,0
2014-11-25 20:14Z,1.1,,,,0
2014-11-25 20:15Z,1.1,,,,0
2014-11-25 20:16Z,1.1,,,,0
2014-11-25 20:17Z,1.2,,,,0
2014-11-25 20:18Z,1.1,,,,0
2014-11-25 20:19Z,1.1,,,,0
2014-11-25 20:20Z,1.1,,,,0
2014-11-25 20:21Z,1.1,,,,0
2014-11-25 20:22Z,1.1,,,,0
2014-11-25 20:23Z,1.1,,,,0
2014-11-25 20:24Z,1.1,,,,0
2014-11-25 20:25Z,1.1,,,,0
2014-11-25 20:26Z,1.2,,,,0
2014-11-25 20:27Z,1.1,,,,0
2014-11-25 20:28Z,2.1,,,,18
2014-11-25 20:29Z,3.9,,70,,39
2014-11-25 20:30Z,8.2,4.44142e-05,86,80.6,86
2014-11-25 20:31Z,3.4,4.46607e-05,87,81.5,25
2014-11-25 20:32Z,2.4,4.51578e-05,,82.4,0
2014-11-25 20:33Z,1.9,4.46607e-05,58,83.3,0
2014-11-25 20:34Z,2,4.54085e-05,64,85.1,0
2014-11-25 20:35Z,2,4.59139e-05,67,86,0
2014-11-25 20:36Z,2,4.66827e-05,72,86.9,0
2014-11-25 20:37Z,2,4.69418e-05,73,87.8,0
2014-11-25 20:38Z,2.2,4.72024e-05,73,87.8,0
2014-11-25 20:39Z,1.9,4.74643e-05,,88.7,0
2014-11-25 20:40Z,2,4.79927e-05,,89.6,0
2014-11-25 20:41Z,1.4,4.74643e-05,64,89.6,0
2014-11-25 20:42Z,2.1,4.85269e-05,87,90.5,0
2014-11-25 20:43Z,2.1,4.79927e-05,74,90.5,0
2014-11-25 20:44Z,2,4.79927e-05,68,90.5,0
2014-11-25 20:45Z,2,4.79927e-05,68,90.5,0
2014-11-25 20:46Z,2,4.79927e-05,69,90.5,0
2014-11-25 20:47Z,2.1,4.87963e-05,,89.6,0
2014-11-25 20:48Z,2,4.79927e-05,67,89.6,0
2014-11-25 20:49Z,2,4.79927e-05,66,89.6,0
2014-11-25 20:50Z,1.9,4.74643e-05,67,89.6,0
